entrez_id	tissue_group	group_mean	group_variance	log2_variance	mean_bin
54578	normal	2.37707613335294	0.0577228674097398	-4.11471322163201	6
5458	normal	2.37280384370588	0.0378358546859135	-4.72410215478855	6
54581	normal	2.50667431558824	0.0576007065627174	-4.11776968108845	10
54583	normal	8.45869222447059	0.562428904169616	-0.830257356041221	28
54584	normal	2.43589901641176	0.108583032897445	-3.20312940856921	8
54585	normal	2.72703078841177	0.149298538126282	-2.7437280556593	12
54586	normal	2.41018435405882	0.0764685104845905	-3.70899041739901	7
54587	normal	8.52932457652941	3.35975078196199	1.74835422140811	28
5459	normal	2.312811642	0	-26.5754247590989	1
54596	normal	3.44664375188235	0.242670291701657	-2.04293059388946	14
546	normal	8.89941742911765	1.13148084331921	0.178212159079107	29
54602	normal	7.53989324376471	1.19492330347724	0.256918021349115	26
54606	normal	5.04534677947059	0.863686268652527	-0.211420741821973	19
54617	normal	2.87562334211765	0.0276790157820321	-5.17506354563052	12
54619	normal	2.40916589182353	0.073580272457038	-3.76453717136422	7
54620	normal	4.72805850517647	0.055682381057891	-4.16663528557507	18
54621	normal	7.44868752758824	0.778406084774633	-0.361405107224816	26
54622	normal	7.55934053564706	0.0696854651323382	-3.84299841701275	26
54623	normal	7.77308831935294	0.114250283920566	-3.12973034439366	27
54625	normal	4.92289890347059	0.403803151936043	-1.30827592303731	19
54626	normal	4.22985240535294	0.073741372251435	-3.76138192601563	17
54627	normal	2.35154575705882	0.0117284849178691	-6.41383953128054	5
54629	normal	6.835716385	1.56651783765644	0.647561197511057	24
